Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles,
01/28/2023,United States,3,Fay.,Easy to fold,Wheels don’t all correspond in spinning together when stroller is in use,,,TRUE,https://www.amazon.com/gp/customer-reviews/R60NF4GI1QNGZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/28/2023,United States,5,Elsa Puli,Convenient carriage,carriage is just right for my 2 year old and it's light weight not to heavy especially for someone like me who uses the train alot and bus .,,,TRUE,https://www.amazon.com/gp/customer-reviews/R37VOTA10RGRQG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
01/27/2023,United States,5,CaroleH,Great for Grandmas!,"I have three new grandsons...3, 8 and 9 months. I bought this stroller for when they visit to make it easy on my kids,",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2A442YRHXQ4U4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
01/27/2023,United States,5,Janet taylor,Perfect for a newborn or a preemie,It allows a mother to go room and always be with baby without always holding them.,,,TRUE,https://www.amazon.com/gp/customer-reviews/REHX8445MYH46/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/26/2023,United States,1,Natalia,Terrible,"This article was not on “excellent conditions” instead we received a stroller with missing parts, very poor conditions, this shouldn’t be for sale, this item should be thrown away",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1O32ACDY5GOKG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/25/2023,United States,1,Keisha palacios,Muy pequeño,Muy pequeño,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2MRIO1TM45BUO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
01/25/2023,United States,2,Jess,"Meh, you get what you pay for","I bought 2 of these, last minute totally on a whim, because I didn't want to pack my giant double stroller for a trip or check it on the plane.Pros: lightweight, easy to fold and unfold, folds up smallCons: sunshade doesn't stay on, the storage basket on the bottom is practically unusable, seat is weird so my 9 month old kept sliding down and slouching really far, overall very cheap and unsturdy feelThey did the job on our trip but I likely will not use them again.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ZS5AZSLFT89M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
01/24/2023,United States,4,Erika yat,Muy bajo pero lindo,Práctica,,,TRUE,https://www.amazon.com/gp/customer-reviews/R27TQ4Z01NZSRG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
01/24/2023,United States,5,Molly Gresenz,Great for traveling,"Bought this for traveling with my toddler. It folds up easily (can fold and unfold with one hand if needed) and is great for the airport. The basket under the seat is small, but the cupholder and pocket on the handles is a great feature for parents. Overall a good deal for the price and have made it my everyday stroller thanks to the compact size.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R32YHZQHROD5D7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,2,B07SRVB6T6,Color: Pink/Black,
01/24/2023,United States,5,DM,Great for Airport Travel,"I was in search for a stroller to travel internationally with. I was a bit scared to bring the stroller for the travel system that I already had because your items aren’t always treated with care by handlers. This stroller seemed to be a great fit for my needs, and it definitely was. It was easy for me or my partner to open or close quickly. Our child was almost 7 months, and she fit just fine. The straps are very secure and the stroller rolls very smoothly. Now, I use it for quick outdoor walks, and I plan on traveling with it again. It takes up less space than my graco travel system stroller, and that was another big plus",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1OTP8V0SZ3Y7B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
01/23/2023,United States,2,Melly-Mel,Don't recommended,No back support. It's easy to folder and light weight however my 1 year old seems uncomfortable. There isn't any back support at all. I don't recommend at all. Very disappointed with this purchase.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R27SUQ1Q3BM7I8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/21/2023,United States,5,Sara Black,Great extra tall stroller,I bought this stroller because it's taller than most regular umbrella strollers and it's alot easier to push around with the extra height. It has good storage and moves around well.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R12TKEI56843TQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
01/21/2023,United States,5,Connie S,Nice mini stroller for my grandchildren,"I'm in my 70s and had a little difficulty in completely folding it up. It has held up nicely, and that is what I wanted the most. The umbrella is nice for our Florida heat and sun. If you have a two year old, you will understand her attempt in getting out. She was unsuccessful in doing so.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2GME5QINW3BQ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
01/21/2023,United States,2,Nikhil Pillai,Not as expected. Very poor quality,Not as expected. Very poor quality,,,TRUE,https://www.amazon.com/gp/customer-reviews/R269IR1D9ZQ7MJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/21/2023,United States,1,D D.,Plastic junk,"Plastic wheels, can't see them holding up long. Returned",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1NJIQH4DAZBOO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/20/2023,United States,2,stormtrooper,Returned,"I tried to like this stroller but its built flimsy and I don't feel comfortable using it.Compared with other branded stroller and price not too pricey, this will not be worth it.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1J9XL4WNAKFPP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/18/2023,United States,1,L. Hels,Do not purchase,"We received a disgustingly dirty, heavily used stroller. Would not recommend this product or seller.","https://m.media-amazon.com/images/I/71BLtQdHaJL._SY1600.jpg, https://m.media-amazon.com/images/I/71OgE9XK8mL._SY1600.jpg, https://m.media-amazon.com/images/I/71i0OW-L7qL._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R3537NYM0MUKO7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,3,B07P1YSC18,Color: Gray,
01/18/2023,United States,3,Debbie Janow,Regret purchasing,My daughter and I both purchased this stroller and we both regret it. Waisted money,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2BT2ZAQD858X7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
01/15/2023,United States,5,Danielle,Light weight and great,"I love this light weight east to use and fold stroller, highly recommended",,,TRUE,https://www.amazon.com/gp/customer-reviews/RX7OFSXJIZMME/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
01/15/2023,United States,5,Nicole,Easy,Good stroller for price,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3BCE58H6P72V2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/14/2023,United States,2,Blueberreee,"screw fell off, stroller no longer works after six months","You get what you pay for. The stroller is lightweight and does the job, but don’t expect much. The screw on the locking mechanism fell off after a few months of light use, so now the stroller can’t be used. Waste of money :( I’d advise spending more to buy a higher quality stroller that will last.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1I11DMF0CQBHQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/12/2023,United States,2,Josey,Wheels are crap,"Design is ideal. Small, but that's why we bought it. Wheels however are junk. One of the wheels doesn't sit level and only turns/spins a portion of the time. Have attempted to reach the company and have had zero response. They have replacement wheels available, but not for this model. Very frustrating to use.",,,FALSE,https://www.amazon.com/gp/customer-reviews/R22GWTZKFJJ0AI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
01/07/2023,United States,5,Runwabou,Perfect for travel!,"We bought this stroller for our granddaughter for a vacation, a trip by air to the east coast (from the west coast). It was perfect as it was not heavy and really did the job, in the airport and on the vacation.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2TLYDXE5WILRU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
01/07/2023,United States,5,mcharron11,Great,Works great,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2SV08SAUVQIJN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
01/06/2023,United States,5,Jaya Gaddi,5 stars,One hand maneuver.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RY7AT6FNUOYTA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/06/2023,United States,4,Rochelle Barros,It’s decent for the price mines. Keep making a clicking sound. I’m not sure why.,"It’s pretty good for the price it easy to fold but minds keep making a clicking sound and I’m not sure how to get rid of it. The whole time we are riding it’s clicking, which can be very irritating.",,,FALSE,https://www.amazon.com/gp/customer-reviews/R13TJMLWWZXMFZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/06/2023,United States,2,Beachlover,Our baby boy is not a mini so we had to return,Wheels would get stuck..didn’t workout for us,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1PZAQQQ5FU1AQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
01/04/2023,United States,1,janet r.,Do Not Waste Your Time,"This stroller is a piece of garbage. It is made of flimsy plastic and not sturdy at all. I would never put any child in this. If you are looking for a stroller for dolls, maybe...but it is not safe for children. I am definitely returning this in the morning.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1GW4C5ZBLNIKL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,3,B07GGHVL64,Color: Blue,
01/04/2023,United States,5,Johana Marín,Muy cómodo se reclina,Me encanto,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3TDHC9MDXQQWL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
01/04/2023,United States,4,Nilsa,Great compact stroller !!!,This is a great product for the price. Seems sturdy enough to hold up during a trip. We keep it at the grandparents so we don’t have to bring the monster stroller.PROs:Folds up easilyComfortableHas storageHas good Sun coverageCONs:Wheels aren’t the bestStorage basket is hard to accessHandle can get uncomfortable after pushing a whileIf they added an adjustable handle for different height users I’d give it 5 stars!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3EO2G52J86VKX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,7,B07SRVB6T6,Color: Pink/Black,
01/02/2023,United States,4,Chelsie,Good enough,"Pros:Price pointComes with a carrier for cups and keysEasy to foldCan hold with one handDoes the job, easy to keep in trunk without taking up too much space.Cons:Not as “sturdy” feeling as I expected. I had a chicco version of this stroller and it was way sturdier. It was heavier and thicker while still being lightweight. It got stolen, that’s why I ended up getting this.It isn’t the most smooth or easy to maneuver. It’s ok, and I don’t hate it but it isn’t the best. Seems like everything we go to move it, it takes a second to get it going smoothThe brakes just feel cheap. Are they on? Are they off? Did they catch?I wish it had a pedal to collapse. My other one did. I don’t love that I have to get down and unclip it.Good for travel, wasnt too spendy, love the all black. It’s good enough.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2261600RJLL5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,32,B07P1YSC18,Color: Gray,
01/01/2023,United States,5,Aderonke,I love how light it is .Super easy to put back,Super Easy to fold,,,TRUE,https://www.amazon.com/gp/customer-reviews/R27U46VKT2HZVH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
01/01/2023,United States,5,WC,Lightweight and great for travel,"Initially bought this for something smaller to take on vacation and it worked great. It's super lightweight and folds up to save on storage space. It's so lightweight that trying to hang a bag on it while taking a break can cause it to tip if it's unoccupied and the fabric cupholders aren't the best but the main con is the foam wheels. They are not the most durable and can affect maneuverability some but for the price it suited our purposes just fine. Definitely recommended for a cheap, lightweight stroller option for travel.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2PY2V1DWAGOGI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,3,B07GGHVL64,Color: Blue,
12/30/2022,United States,5,Leslie,Love this stroller,This is the perfect travel and everyday stroller. So happy with the value and worth of it. I bought this to take on a cruise and it was perfect. I was able to take it everywhere I needed. It’s compact but big enough to hold your child and other things. Love the cup holders and extra pocket storage,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2TS3QBJ87QOYQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
12/30/2022,United States,4,Mich,Easy to use,"We decided to keep it because, it’s easy to use but ifs a little heavier then I thought but for the price it’s good.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3C7ZI8E13A9AU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/30/2022,United States,5,Feliz,"La mejor compra,",Super liviano,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1I1F9QTUSFVWQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
12/29/2022,United States,1,Amazon Customer,Terrible quality for being Amazon’s choice. Do not buy!!,"Parts come off, plastic material, very disappointing",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2S9CA8N2FY0X9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
12/26/2022,United States,5,Marlita Davis,Perfect lightweight stroller,So easy and takes up no space!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RQ8DC0AY5MX2C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/24/2022,United States,1,Lex,Visor keeps popping off!,I wouldn’t buy it again. The visor kept popping off every time it was folded.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R37ZS3VOIOS5TR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
12/20/2022,United States,5,Carolina,Bueno y del tamaño exacto.,"Para salir rápido esta súper bueno, lo único es que el espacio abajo del sillón es muy muy pequeño.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2Z3217VAYAF7X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/19/2022,United States,5,Sierra,Perfect for toddler,Needed a light weight stroller to bring for my toddler. Easy to use and very light weight. My toddler is pretty tall and he can stop the stroller moving forward by putting his feet down but it's a great stroller.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1VMGZFTLA0Y74/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
12/18/2022,United States,5,Alejandra Perez,Life saver,I bought this for vacation and it worked so well! Compact enough to maneuver around the Denver airport with no issues.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2U84NMUPVMJIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/18/2022,United States,4,Amazon Customer,TREAT GENTLY,I LIKE THIS PRODUCT VERY MUCH AND WAS VERY EASY TO ASSEMBLE JUST A FEW PIECES TO PUT TOGETHER AND THERE YOU GO. IT WAS VERY EASY TO PUSH AROUND AND PLENTY SPACE FOR THE BABY AND THE HIDDEN ZIPPER POCKETS AND AT THE BOTTOM WAS PLENTY OF ROOM FOR CARRYING EXTRA ACCESSORIES FOR BABY.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2UOMQ8EF3MQT9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
12/17/2022,United States,3,liesky romero,No he recibido mi reembolso a la cuenta,Las ruedas no están justa,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1HJIVKL66QUT3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/16/2022,United States,1,christen,Not what I had in mind,Originally I thought it was more heavy duty but unfortunately it’s on the lighter side,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3UUIRKNB1YGZ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
12/16/2022,United States,1,Jessica,Hunk of junk!,The front wheels do not spin or turn. Not user friendly in anyway. This stroller is junk!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RSIJA812G04H4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
12/14/2022,United States,5,Trenten,Light weight and good quality,Storage wise it folds up and fits almost anywhere. It is also super light weight and comfortable for children. Worth the money,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1Y6J92YB5TL2F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
12/13/2022,United States,4,Linda M. Ruiz,Lightweight easy to use,I returned it because my granddaughter was climbing out of itBut I liked it—easy to use & lightweight,,,TRUE,https://www.amazon.com/gp/customer-reviews/R34EYVWU6YG1IH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/13/2022,United States,3,Cindi Nandez,"Does it’s job, but…",Seemed to work fine for about a week until the back part where you click to keep it from folding up seems to keep popping out of place so while pushing the kiddo it’ll fold up on its own.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3U8YG4TQ0ZJCV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/13/2022,United States,4,M.E.,great but ...,"its pretty great, I got it to have as a constant in the car so the big one doesn't take up the whole trunk, but now I'm wondering what the quality is like on the cheaper ones. This one isn't bad. I was just expecting a little more. Guess I need to recalibrate my non inflated view.the issues with this is that the sun shield keeps popping off. the other is that my daughter keeps sliding down in the seat, so she's caught by the crotch buckle (more being held like a baby body carrier than a seat), doesn't look comfortable. I like that the back is curved like a hammock for her especially since the big one is flat and hard. and it folds up nicely and slender.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1QUBHB9CY3V5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,9,B07GGHVL64,Color: Blue,
12/13/2022,United States,2,Brian P. O'Malley,Not easy to fold,It’s okay to assemble but folding it down is hard with two hands let alone one hand and busy toddler. The latch that gets locked into place is metal (or looks like it) and it probably easy to kick up if you’re wearing thick gym shoes or steel toed boots but I tried when I was wearing flip flops and it’s a no go for me. Why aren’t there ever any demo videos with someone folding the stroller down also has a kid scrambling in the other direction? We take public transit so no car seat to keep him strapped in while fiddling with the stroller. Womp. Returned this.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1L4RTPGWCLX2J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
12/13/2022,United States,1,Kelli VB,Poor Quality,Unfortunately this stroller isn’t worth purchasing. The front wheels do not turn and it is very hard to maneuver. I think the stroller I received was defective.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3CHH7ANBQXNM8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
12/12/2022,United States,1,Rigo,Make sure it's not used,"Stroller looked as if it had been used.The wheels connectors were dirty and one wheel had a scrape all the way around. The stroller itself was light weight and looked sturdy, but it wasn't in a new condition.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R24UD7LBC68DGJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
12/11/2022,United States,5,Natalie Larsen,Perfect for travel,We got This for a vacation and had to take it over some pretty rough ground.We half expected it to fall apart but it is still in good shape and we’ll take it on our next trip.Strong and lightweight.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R39HI8AIV728PQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/10/2022,United States,1,Jpr,"Awful product, doesn't fold up 80% of the time",It is horribly constructed and requires way too much kicking to fold it down. It clogs up our apartment hallway and the whole point of it was to be easy to fold up. I can't even return it,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1ELPR32355K4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
12/05/2022,United States,5,Rachel,Great travel stroller,"Bought this stroller as a lighter weight option to travel with. I am used to the UppaBaby Vista which is just too bulky for an airplane. For $60, this fit the bill for what I was looking for. It folded up easily, was lightweight, and my 21 month old toddler was comfortable in it in the airport and while waiting in lines, etc. I am 5'10 and the handles were tall enough to push easily. This could be a good stroller to keep in your car for the park or the mall. Under storage area is small, but to be expected for a travel umbrella stroller like this.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1GIFTXACLG8SV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,4,B07P1YSC18,Color: Gray,
12/05/2022,United States,5,KW,Baby Shower Gift,Bought for a baby shower gift and new Mom had it listed on her Amazon registry. She seemed very pleased with it. All I can say is that I was pleased with the price but not over the moon about wrapping the awkward package. Ha!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R7YORLF27TI91/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
12/04/2022,United States,3,Kat,TOO SHORT,"i have to bend a little to push it, it's too short for me and im 5'5...",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3882RWWUJX6ZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
12/03/2022,United States,5,Onehappymama,Great travel stroller,"This stroller is very light weight, easy to fold/unfold and does not take up much space in the car. It’s sturdy, looks good and a life-sever for travel and quick trips. The basket is rather small and this stroller does not come with tray or any other accessories. But it does have a canopy that’s easy to put on and take off. Overall, it’s a great stroller, but with our family’s needs, we use it only as a “substitute” to the main travel system which is great but a bit too bulky for travel or just quick outings/running errands.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3E3IVT8YNNOC0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
12/03/2022,United States,1,Coffeegal,Broke in less than 4 mos,I purchased this stroller because it was lightweight and compact for getting around in the city. It mostly only traveled 4 blocks to and from daycare. My kid weighs less than 35lbs. It shouldn’t have broken. I hate throwing things away. This should have been durable enough to last. Now this one will be in a landfill. A waste for the earth and my pocketbook.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2XMA7KKLIXSBW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,4,B07GGHVL64,Color: Blue,
12/01/2022,United States,2,B D,such a pain,"bought this for toddler to travel overseas to have at the airport, it would not fold and was quite embarrassing and made life so much harder to get through TSA when i bought to make life easier, the breaks would randomly flip so in the middle of pushing child around the wheels would jam, it also was just super uncomfortable and not supportive for my kid to sit in that they hated sitting in it, i recommend saving your money and a headache by not buying this",,,TRUE,https://www.amazon.com/gp/customer-reviews/RQIHLHRX20Y2K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,2,B07GGHVL64,Color: Blue,
11/30/2022,United States,5,Sarah Smith,Review and rating,It’s very little weight and easy to manage. It’s great for the price,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2JQVFPQFH2NCU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
11/29/2022,United States,5,Areli martinez,CUTE!,"This is a very manageable stroller, small, light weight. My only issue it that the shade part comes apart from stroller too easily",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2FIETVM3ZWB1Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
11/27/2022,United States,5,Egypt D,The best,"I bought this stroller as a gift for my sister, but I absolutely love how easy it is to fold down and his lightweight also has a bunch of storage space for the baby, I would definitely recommend to everyone",https://m.media-amazon.com/images/I/81x7JkzrbFL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R3A9KJYJFCAE4Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
11/26/2022,United States,5,Kenna Willis,Great for price!,Easy to bring along anywhere!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R36JMHHMO5XZ0O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
11/26/2022,United States,4,Shelby Fezy,Pretty decent for price!,"This is a pretty great little stroller! We bought it last minute for a trip! The lower basket holds a good amount, and the cup holder has extra storage which is so nice! The only part I don’t care for is the sun shade. It’s awkwardly shaped and doesn’t work well most the time. Also, it’s missing Velcro on one side to help wrap the sun shade around the frame. It’s not the biggest worry as I honestly just glued it. Overall, I’ve used it for two trips and I will continue to use it!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R7MXTNDJFR0XN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
11/22/2022,United States,5,Nilofer Ahmed,Very Tiny Storage space,"The storage space underneath the stroller is very very tiny,its soo small, you can't fit anything there so i had to buy a mesh storage bag that i hung on the side to put usefull stuff. The stroller is good over all, Its easy to fold and saves a lot of space.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RRCGT2S4YO8CW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
11/21/2022,United States,1,Dilshad zeba,Waste product not durable,Foot closing of the stroller is so cheap quality have bend in 3 months can't even use now try finding spare pay but couldn't find i request the summer to contact me via email n help me find the spare part.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3EZDN360UWV4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
