Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles,
12/03/2021,United States,3,Mitchell Griffith,Heavy,Heavy,,,TRUE,https://www.amazon.com/gp/customer-reviews/R25EIWPLOPQFXH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
12/03/2021,United States,1,Barbara M.,This does not blend. I am returning.,"I used this to make smoothies with fruit, protein powder , hemp nuts, shredded coconut. These items did not blend, only mixed. I do not recommend it for a blender.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2COLZYUT51PUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
12/02/2021,United States,5,Sandy Graciani,Love it,Love my Blender! Works great!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R33ZN6DS7X7KC7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
12/02/2021,United States,5,Richard Fang,"Excellent blender, quiet and stylish! highly recommend","This blender makes excellent smoothies, very quiet and stylish that it matches kitchen appliances",,,TRUE,https://www.amazon.com/gp/customer-reviews/R316K9UVXKYEE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
12/01/2021,United States,1,Snow,Do not recommend very cheap and clunky!!,This is a terrible blender. I do not know why it has so such a high rating. I saw the great rating and bought it and it does not work. It will blend but not everything throughout. It struggles to blend even the easiest ingredients. It is very clunky and it is hard to clean. Food gets trapped in the bottom and it is very hard to get out. It stopped working almost immediately and by working I mean barely even blending to begin with. Do not recommend! Don't listen to the high rating trust me!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1NMFGH4TXUM1A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/30/2021,United States,1,Fanny Rodriguez,Blades aren’t sharp it don’t process the food .,No blending power what’s so ever not happy of my purchase.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3TC6LRD775HVB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/29/2021,United States,1,T,Do not buy,Useless cheap driving wheel that grinds away on each use so that after a few weeks of use the wheel doesn’t connect to the blade gear making the blender totally useless. Cheap and low quality plastic.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RITNSY41ZVUY4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/25/2021,United States,5,Adrian Arriaga,This blender helps me drink delicious smoothies.,"Wow I really love this blender, it’s real simple and easy to use and clean. It blends all of my fruits and veggies even with protein powder. I would definitely recommend this blender for someone who wants great tasting smoothies.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2DJBRSRRI6X6T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/25/2021,United States,3,sergii,Very loud,Just tested the blender - it is loud as a rocket. Do not run without noise protection and ask everyone else to leave the house until your milkshake is done.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R226PRIPJRB5WR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/22/2021,United States,5,Michael Humphreys,Awesome blender!,"Works great, good quality and it makes some really good smoothies!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3G3YRYBH8B4SD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/19/2021,United States,5,Inspector gadget,awesome item work tremendously,easy to use user friendly good value for your money,,,TRUE,https://www.amazon.com/gp/customer-reviews/RT7531O2XOQZS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/19/2021,United States,5,ScooterGirl,Love this Blender!,I love this blender! My 30+ year old blender finally died and I had to buy a new one. I am so glad I bought this one! I love the easy cleaning and all the options for blending.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3E67YMMR7E6A6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/17/2021,United States,1,Greta rovira,Do not buy,Do not buy,,,TRUE,https://www.amazon.com/gp/customer-reviews/RF2PAHJYVYTRW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/15/2021,United States,5,McBids,GOOD PRODUCT,MAKES GREAT SMOOTHIES AND CRUSHES THE ICE VERY WELL.,,,TRUE,https://www.amazon.com/gp/customer-reviews/REL4F5DFRL8DO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/14/2021,United States,3,Homemaker,"Functions efficiently, lid is a bit awkward.","I like the efficient action blending my smoothies. It's easy to clean with the gasket being built-in. It is noisy, but it's a blender.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1S2K9I1EZ5IRG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/12/2021,United States,1,Nova,Cheap and Ineffective,Cheap material and food is not pulled down to get blended. I had to use a spoon to push down the food. The top cover has a cheap plastic opening that does not shut (see image).,https://m.media-amazon.com/images/I/61J6cG2UjtL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R3N17IGAE78D27/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/10/2021,United States,5,Carol Espinoza,Easy for my 89 year old sister,Excellant blender. Perfect gift I gave to my sister.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1XNAM5R001YEB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/07/2021,United States,1,Gardener,Piece of junk,"Zero blending power. Blades turn and make a lot of noise, by just push to sides. Very poor engineering! I bought it because my very old 10 speed Hamilton Beech, which has been great, had some buttons no longer working. I use it mostly to puree or liquefy soft vegetables such as tomatoes. I had to get my old one to get the job done.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1WHBL5CZ4TJ9U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
11/04/2021,United States,4,Rosy Real,Por el precio me parece bien.,"Muele muy bien, lo unico mal que la tapadera del vaso se bota si no la precionas.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2BF4KQQHZW7NP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/31/2021,United States,5,Leah,"Great! Ice, everything!","Love this thing! Power, easy cleaning. Couldn't have bought a better one!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1LIXKWGUV0PTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/31/2021,United States,2,Mary,Don’t Crush anything,Didn’t like anything about don’t Crushed ice like you’re supposed to,,,TRUE,https://www.amazon.com/gp/customer-reviews/R5159LD9XFJ31/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/25/2021,United States,2,J. PARKER,MAJOR DESIGN FLAW,"It's all fun and games until you need to REMOVE THE LID to get to the blended contents. The lid is designed in such a way that you can't get it off easily after blending, so you push and pull, then the contents spill on the counter, side of the refrigerator, or wherever. So if you don't care about making a mess every few times you blend, this cheap blender is the one for you!",,,TRUE,https://www.amazon.com/gp/customer-reviews/RR6KRT7VORATC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/24/2021,United States,3,Debra Jennings,This product is cheaply made and the lid was difficult to remove and splattered when removing.,Disliked. I used this product fir making smoothies.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R25LGDYDD5QEP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0086DY572,Color: Black | Style: Blender,
10/24/2021,United States,2,Amazon Customer,Just ok,The lid on this blender is difficult to come off after using. Need to put your muscles into it.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2GLIGDUZCTJXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/16/2021,United States,5,Jennifer,Good product,good size works great,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2EBEPBHXY69QB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/15/2021,United States,5,Amazon Customer,Great Peanut Butter,"We have enjoyed making our own peanut butter, plain or w/an equal amount of jam or jelly.Always start with unsalted or lightly salted dry roasted peanuts.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RFX6TRX8TDYWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/12/2021,United States,1,Nia Shelby,Possibly the worst blender I’ve ever used,"Let me tell you that this blender has an extremely hard time doing even it’s most basic function. I am not able to make smoothies in this blender, I can’t even chop ice properly in here. Do not get this blender, spend 20-30 more dollars on a nicer professional blender, because this one isn’t even worth 40 dollars.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3D9OU92T9HP91/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/09/2021,United States,1,omar,IT IS SO LEAKY,"No matter how many times I tighten or rescrew the bottom of it, it always leaks. Don’t buy it",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2M8DHH5JOZOR9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/06/2021,United States,4,Susan Forbes-Cruz,Works good,"I don't like the glass mixer, but I decided to keep it for I got it for a good price.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R376XJL3RLDBOR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/01/2021,United States,1,HippieNiki,Arrived used and broken,"Horrible, opened box and immediately noticed it had been used and was dirty. I washed it anyway and tried to make a smoothie. Thing was broken and smelled burnt. REALLY? Sent it back immediately.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1PKJZLT8P511J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/01/2021,United States,1,Woody,I was sent a used defective blender!,As soon as I opened thr outer box I knew I was sent a used defective product. The box had a ripped open hole in the top of the box. Sloppy retapping. When I pulled out the glass pitcher it was filthy (covid 19!!!) It was covered in fingerprints and cloudy smudges. After soaking it I put the cheap plastic lid on it. I can not remove it!! I tried for 10 minutes and my roommate also tried. That has to be the reason it was returned and then sent out to me !! Why does Amazon send out used defective products ??,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1AX1P0KT944PZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0081PTLGU,Color: Stainless Steel | Style: Blender,
10/01/2021,United States,5,Maria,Trabaja súper rapido,Súper fácil de manejar y súper para limpiar y un poder de hacer los jugos y batidos 100 porciento,,,TRUE,https://www.amazon.com/gp/customer-reviews/RN5WJLBCEJCNB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/28/2021,United States,1,XIOMARA ALARCON,Do waste your money,"Perhaps it’s the way the cup is designed but this blender couldn’t blend watermelon without me having to stop repeatedly to stir with a spoon and go back to blending. I though perhaps it was just what I was blending but this happened with everything I put in the blender, smoothies, salsas, everything. Even if I added more liquid i still had to stop and stir to get it to blend thoroughly. purchased a month ago and definitely don’t recommend this product .",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2TQCQY7Q3HTTT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/26/2021,United States,5,MC,good expectation,everything is good to make smoothies and prepare drinks,,,TRUE,https://www.amazon.com/gp/customer-reviews/R21ISMA3QC2QRN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/24/2021,United States,1,Sandy P,Disappointed,Plastic ring and outer plastic ring that screws on the bottom broke in 3 months.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2EZ9PCC2L8DGK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
09/21/2021,United States,1,Look4ABook,Trash,"I got this Blender last week. Instructions were minimal. Buttons that indicate what to select for what you’re blending don’t make sense. Fits easily into the base, which was sometimes a problem with my last blender. Has a glass container, which I wanted.So my very first use was to make a protein drink from a mix, with ice, soy milk and a banana. Mixed pretty well.Then I tried to take the lid off to pour it out and clean it. I pulled, tried to pry it up, used a dish towel for a better grip, looked for lid removal instructions that weren’t there. The flimsy rubber/plastic lip of the lid ripped but it’s still stuck tightly on the jar.The pamphlet that came with it gave a phone number to call for “friendly” people to answer questions. No friendly people. The number only refers you back to the pamphlet and website. The website has a form to fill out in hopes you’ll hear back.Glad I wasn’t mixing something for dinner guests.I just want the lid off so I can return this thing.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R15LEXWTBCVVGS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,11,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/20/2021,United States,2,Robert Overstreet,Not for making smoothies,This is not for making smoothies-not enough power and it is very noisy,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1D4HI1EMJBFDE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/17/2021,United States,5,RL,Powerful blender,"Pretty strong, works really well. Feels sturdy and has no problem blending thick smoothies",,,TRUE,https://www.amazon.com/gp/customer-reviews/RGQJUASJGGEBD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
09/13/2021,United States,1,alexis,Stopped working after 6 uses,Didn’t even last a month until this stopped working . Do not buy this garbage. Refund,,,TRUE,https://www.amazon.com/gp/customer-reviews/RTW331FK3HWJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
09/09/2021,United States,4,Capt Kirk,HB Wave crusher Blender,The price was good because I purchased a refurbish product. As far as a blender it does pretty good. Cleaning has been a challenge but if you use the cleaner button that does facilitate that process. Not sure if I would buy again. I had previously looked at a blender but it was no longer available!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R32Q83JYZDFU23/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/09/2021,United States,5,Krisco,Ice crusher best feature love it,To make protein shakes for my 82 year old husband with dementia using fruits etc,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1FZ11K5L1LXTY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/05/2021,United States,3,Depifany,Doesn't draw small bits up from bottom,"Bought for smoothies- I snip figs, dried apricots, etc into small bits and instead of stirring them into the path of blades, they drop into crevice around blades and don't get chopped. Disappointing. Otherwise a good machine.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RHF997INYLNOD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
09/01/2021,United States,4,Ray,Great Price - Does The Job,I don't mind the noise because the blender is only on for a few seconds. It works to make smoothies. Easy clean.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2F1NJ9VIQ7LF9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,1,B0086DY572,Color: Black | Style: Blender,
09/01/2021,United States,1,Diane M.,Removing lid after blending,This is a terrible blender. The seal on the lid is so tight that it’s very very difficult to remove after blending. I don’t use a blender very often but I cannot recommend this one and will probably buy a different one. It took 3 adults numerous times trying to remove the lid before we were successful.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2DHY3RA6RRTA4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
08/28/2021,United States,5,Cas,I’m really enjoying this blender!,Blending power is great! I crush ice in it every single day! Super easy to clean!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2XLXAVRLXK7B1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
08/22/2021,United States,4,JD,"They do not make them like they used to, but then nobody does","This blender was going to have a tough time measuring up, since it was replacing one that cost twice as much and had lasted for nearly 20 years - and even then it was the jar that cracked. On the positive side, the wide base of the jar and the multiple settings mean that it blends anything without clogging and to different consistencies. The shape of the jar also makes it very easy to clean, which I do by hand rather than running it through a dishwasher. On the negative side, one of the reasons it blends so well and does not clog is that it throws contents all over the jar and lid, no matter what is being blended and no matter what setting. Having to use a rubber spatula to recover contents, and the extra cleaning involved, are not major problems, but for me they are the difference between a four star and a five star review.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RUOM3BXK7P1ZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,4,B0081PTLGU,Color: Stainless Steel | Style: Blender,
08/20/2021,United States,5,Sabistrie,Awesome,It's durable,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1WT6OSSUC5LQP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
08/15/2021,United States,1,Jonathan S Micklethwait,The 2nd flap on the lid cannot be sealed.,There is a 2nd black flap in the lid behind the pouring spout. It cannot be sealed shut. And there for what you are blending purs out the top. I regret this purchase.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1VHB46BGPUD10/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
08/13/2021,United States,1,Ramesh,Worst product and horrible support,"Blender was well taken care and was sparingly used. However, glass jar broke near the bottom where it gets attached to the motor. When we contacted the customer support, we were told that glass jar is not covered in warranty. How can a well known brand like Hamilton Beach can sell an inferior quality product and cover themselves with such petty excuse. I don't have a control on the quality of the glass jar and if it was tested for strength and tenacity. Stay away and save your money elsewhere!!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ORQQGEQA2HGT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
08/09/2021,United States,5,Robert A. Vonzurlinde,Really Nice,Will do what needs to be done with a Good Blender......,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1MR7KTLFF1BBL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
08/07/2021,United States,1,Mary,Came in a thousand shreds of glass.,This product is not eligible for return and yet it showed up with the glass broken in little pieces. What a scam!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1UCWMABXL9ELV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
08/07/2021,United States,1,Rao Talisetti,Amazon shame on you. you sold a lemon. We dont know the name of 3 party to return,Poor quality product. Product has a GRIND button. It does'nt grind even onions. No one should buy this. Another CHINESE magic.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1O1LAUBOI0R9R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
07/24/2021,United States,1,Susan,crushing blender,it is not good as I thought,,,TRUE,https://www.amazon.com/gp/customer-reviews/RB0VYRO3S2YLV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
07/20/2021,United States,4,reader,Cannot make fine smooth paste otherwise well,"In general it is good. But it cannot make a thin paste. Like if i want to grind soaked lentils, it will make a course paste and never a thin smooth paste. So not good for that purpose if you are looking for a fine smooth paste.",,,TRUE,https://www.amazon.com/gp/customer-reviews/ROZW6R9TTFOTL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
07/20/2021,United States,1,David C Borgeson,This product is defective. It leaks like a sieve.,"I wanted to make Margaritas. What I got was a counter full of liquid. After several months searching hardware stores, I found one that carried“Blender sealing rings”. I bought them. Came home and tried it. The result was the same. The blender leaked all over the place. It is a defective product.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R26MZ4A3UE1P6U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
07/10/2021,United States,1,Lourdes Ninette Polanco Aguilar,Really bad quality product,This product is very cheap blender broke in less than 6 months will not recommend buying it,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3VLEGLKY5RFME/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
07/08/2021,United States,5,SEFM,Nice,Very good,,,TRUE,https://www.amazon.com/gp/customer-reviews/R4F3VLUBHI3XR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
07/03/2021,United States,5,Meidy Avila,Linda.,Le regale esto a mi madre y le encanto..,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1DU1H2E3Y3105/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
07/02/2021,United States,1,JCisGOD,Didn't work,Didn't work.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RWF9EF5ZX0R3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/24/2021,United States,5,safari redmond,Hamilton did it again,Blending power and modes are on point. Easy to clean and pour.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1W6SJE3Z3TL08/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/21/2021,United States,5,AL,love my blender,"This is by baby, I use it every day, and enjoy making my drinks with it.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RV8LC7JTTS7SC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
06/10/2021,United States,2,johncatl,Won't crush much Ice,Says crusher but will only crush 3-4 pieces of ice at a time and struggles with that and chunks are very uneven in soze,,,TRUE,https://www.amazon.com/gp/customer-reviews/R26KARPPUUACZS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/09/2021,United States,5,Elizabeth,Great,It's a good blender also easy to clean,,,TRUE,https://www.amazon.com/gp/customer-reviews/RSVGAHB91KGHL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/04/2021,United States,5,Amazon Customer,Very Efficient Blender,Powerful and does all I need a blender to do. Only issue is lid can be difficult to remove when properly closed. Cleaner feature is a big plus.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2873ZKCATZFM8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/04/2021,United States,5,Asmita,The glassware is sturdy.,Very easy to clean and excellent blending quality. Loved it! Have been using it since long.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1NI8767FX0AG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
06/03/2021,United States,4,Ariadne Weaver,I deducted a star for the disappointing cover,"I was disappointed in this blender’s cover. It does not have the traditional hole so you can pour in additional ingredients or take a taste of your concoction. In addition, I found the cover to be very ill-fitting, and I have to hold it down while the blender is running. I deducted a star for the cover.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2HSJMGXD4SM6D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,2,B0081PTLGU,Color: Stainless Steel | Style: Blender,
06/02/2021,United States,5,alan balunas,Blender,The ease of using it's,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2L725CXQO1L6J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/02/2021,United States,4,Michael,Basic Blender,"Basic blender, nothing special. Works as expected.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3SBN5DHWM7A6K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
06/02/2021,United States,5,heath,Love it,"Bought this about a month ago and I love it. I use it almost everyday to make a smoothie. It grinds ice with no problem. I also like the cleaning option. Just put a little soap and water and hit the cleaning button and you never have to worry if you are getting the bottom and the blades clean. Cover is a very tight fit, which I like, but if you have any problems with your hands , it may be an issue for you. Great purchase.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3AKU5QLPL6M56/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0086DY572,Color: Black | Style: Blender,
06/01/2021,United States,5,msdot,Nice,Nice looking blender. Use it for mostly liquids. Not powerful enough for frozen fruits.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RC013BWCFV82L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0081PTLGU,0,B0081PTLGU,Color: Stainless Steel | Style: Blender,
