Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles,
08/21/2021,United States,5,Troy Elliott,Better with Buttons to push,This is the best mixer/blender I had owned so far. I am able to make my breakfast blend and much less mess associated with this Ninja Pro Series blender. I recommend it highly.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2U08M6Z7GJUJ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/21/2021,United States,1,Michael M Sayers,It’s Ninja Sharp!,"People, stop! Don’t be like me. You do not need this blender. This is a commercial grade type blender that you need to exercise great care with or you will slice your finger open out of the gate like I did. Get you a blender at half the price that is perfect for your home. You do not need to pulverize ice like this. Your grown a$$ does not eat snow cones that often.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RC3G3FU5RLL7B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,2,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Kevin O'Neill,"After a long hunt, I've finally found a blender that does the job!",This is an awesome blender. I really am happy with this purchase. We've had some duds over the years but this one does the trick. I highly recommend this product!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2QR5RXUTC1XAL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Ingrid Hamilton,Enjoying this device,"What a great unit, I so missed my Vitamix which I couldn't afford to replace, but this one cost one quarter the price and serves me well. Especially love the single serving cup for when I'm in a hurry to get good nutrition down my gullet!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3MB24AMYSJ0DV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,"SaggiGirl, Inc",Love it,Blends great smoothies,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2C90WZEJ6T0YE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Jamiane Ward,Great Blender!,Love the one cup attachment to make single servings,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2KTONBW9TLEV9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Jacob,The Perfect Blender,"This blender is awesome, I don't understand why all blenders do not utilize multiple blades. The 1100 watt blender can handle anything I put in it and comes with 2 nice personal size blender cups. I've tried other more expensive blenders and they are not near as powerful as this one.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2I6S15SHYHQO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Amazon Customer,Great blender,Very powerful blender,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2CZBPUX4DOFYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Jaycy,A very good product,It just arrived yesterday but it has already proven itself to be practical and easy to use. I've had several blenders in the past but this one already exceeds those in many ways.5 STARS at least.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3AQZRQLEEYLCE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Ronnie Iglesias,Great product!! Does the job excellent!!,Easy to use!! Quick blending!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3CO4AOZK2PWKI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,Krystal long,Love it!!!!,What I wanted,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3EG3V5WTEFBTT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,5,tanya rambo,It’s everything it cracked up to be. I freakin love it🥰😊🥰,"Drinks, food, shaved ice. Everything",,,TRUE,https://www.amazon.com/gp/customer-reviews/R195PML76R23T1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/20/2021,United States,3,David,Carafe broke,Blender works well especially with single serve containers. Sometimes inconsistent with the carafe which broke just over 1 year of use.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RPDTXLWS5SCXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/19/2021,United States,5,Jezabel Salamanca,😉,Excelente para cualquier tipo de alimento,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3BSNN9JWUQ8CK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/18/2021,United States,5,LM Bussiere,Just as described,Prefect for traveling! We bought this for our motor home. And the small containers come in quite handy.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1D1DHB8KOI4ZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/18/2021,United States,1,Julian N.,I received it broken,It came broken,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1M0GRC66D75U3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/18/2021,United States,5,B.L. STEEN-CLARKE,be carful when cleaning blade blender easily cut yourself.,Be careful when cleaning easy to cut yourself.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2UGHNY3GEUX09/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/18/2021,United States,5,Happy-n-VA,Love this blender,"Love everything about it. Really grates, chops and smoothies everything well. Three tier blade is the best however VERY VERY sharp. Careful when cleaning, cut myself handing it poorly (my fault).",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3GG949W6Q0RZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/18/2021,United States,5,Loida Vigil,Great blender,"Happy with my purchase. Does everything I need, including crushing up ice.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3SGT9PFBSS2F2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/17/2021,United States,5,Summer,So happy I went with this one!,"Great price for the value! The best blender I’ve ever used the blades are so sharp and blends ANYTHING in SECONDS. It’s awesome having the single cups when you want to just make a personal smoothie. Easy to use and super easy to clean. Like any blender, it’s not the most quiet but honestly I’ll be impressed when they create a silent blender. If you’re thinking about buying this, do it!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R6QNZAXEJZ1N5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/17/2021,United States,1,Derek,Blender won’t even cut on,The media could not be loaded.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2HWZYPD59GS1G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,4,B00939FV8K,Style: 1100 Watts with Single Serve,
08/17/2021,United States,5,josefran2004,So far everything Working Perfect. We hope over time to see what happens with regard to quality.,So far everything Working Perfect. We hope over time to see what happens with regard to quality.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R7TMI8EKW9VHM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/17/2021,United States,5,Patrick F.,Use it every day for my diabetic Father,"Great for making diabetic icecream (frozen protien powder + unsweetened coconut milk) Able to make it into a icecream consistency and gets the job done.Also great for making protien shakes in bulk.Highly recommended and if this breaks within 3 years, i would definitely buy it again because of the amount of use and value I get from it",,,TRUE,https://www.amazon.com/gp/customer-reviews/R11B2MACG12OA3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/17/2021,United States,5,lil Green guy is awesome!,Look into Ninja before you purchase Vitamix Professional Series 750,I own both Vitamix Professional Series 750 and Ninja BL660 Professional.Ninja BL660 Professional is almost as good as the vitamix pro 750.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RQWRYPN94PURF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/16/2021,United States,5,Jennifer Baker,Powerful,I use my blender everyday and it’s amazing! There is nothing I don’t like.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R35CYQ0QE3ABG8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/16/2021,United States,5,Patricia A Rice,LOVE THiS!,We love this blender! We love the single serve..cups. We’ve been making smoothies. frapes and mild shakes. Easy to use and clean. The motor is powerful. Love it and glad we bought it!!!! Price was inexpensive too!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2A8GZNYIGNBIV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/16/2021,United States,5,Lindsey miller,So easy,"Easy to use, we’ve used it every day.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R19BXRTX3JPIAT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/16/2021,United States,5,MK - Amazon Customer,Love it!,Love my new Ninja! I was just going to get the blender but went with the set. So glad I did. I use the single cups more than the full blender! (so far) My old blender was 12 years old so the first time I used this one I was amazed! Who knew a blender could work so fast! lol,,,TRUE,https://www.amazon.com/gp/customer-reviews/R14CT4G5RETVAC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/16/2021,United States,3,Wayne Latno,After using a wild it jams. It gets old fast!!! Just bought a few months back.,Smoothie.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R32AFB8GNCR72U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/15/2021,United States,4,dawn carlile,"great design, but use carefully","great design, but use carefully",,,TRUE,https://www.amazon.com/gp/customer-reviews/RI21L96FWXDI6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/14/2021,United States,5,Dallin Clark,Turns frozen fruit to liquid in no time,"I make shakes all the time, its as loud as any blender I've had. I stick frozen fruit, ice, kchava powder, and it blends it nicely. I wear headphones while blending because loud.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3AB2JLUMN6WBI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/14/2021,United States,5,luisa,AMAZING,i have wanted this blender for over three years and it was tie after getting a new place let me tell you i have carpal tunnel and the ease to clean it being able to take that blade out has changed my life blending power it’s perfection i get my stews together quicker just in love overall,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2I831TFA0VJM2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/14/2021,United States,5,Olivia Waters,BEST BLENDER EVER,I had a vitamix for years and this is just as amazing! For the price point its definitely worth it. Dont hesitate to buy this its seriously one of the best blenders I've owned!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2KZ6UNQRJG9M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/13/2021,United States,5,Adalberto Garcia,Excente,Propio,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ZP170K58K42L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/13/2021,United States,3,Joseph A Bayless,Total Crushing Pitcher got Crushed,Overall not a bad blender.Disappointed the the pitcher cracked after 6 weeks,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3R11ES0EVT3HA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/13/2021,United States,1,Spencer S Penn,"Popular, but still garbage","I've actually bought this blender dozens of times. How can you not? Look at those ratings, very solid. Affordable, seems nice and has the word Professional in the title.But after owning 5-6 of them, I can say the crazy reality: it's a terrible blender.I try my best to do even basic things like making a spinach smoothie, and after literally 10 mins of blending (total overkill) it's still chunky. This is probably among the worst blenders in terms of performance I've ever experienced. Just buy something else please, I beg of you.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1O57Q2EYR8ZNN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,1,B00939FV8K,Style: 1100 Watts with Single Serve,
08/12/2021,United States,5,Amazon Customer,It's my second one use them every day I have one in each house,It's the best,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1NVHO1IV41P9N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/12/2021,United States,3,Idania Barrera,Excelente,Me gusta,,,FALSE,https://www.amazon.com/gp/customer-reviews/RD1L1RLR9YPLG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/12/2021,United States,5,Meg,Yay!!,Works perfect and we love it ❤️♥️,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1JX3V1GTQPKZG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/11/2021,United States,5,thwipp89,impressed so far,"i've only had this a short time and use a blender for homemade smoothies. this is very powerful and yet more quiet than my old one. it definitely still makes noise but a lot less than my older, cheaper one. i used to go with $30-40 blenders and this was a significant step up in price but i got it during a price drop, so it was $90 instead of $120.the base has suction cups to keep it in place on the counter (i wasn't expecting that) and the base and lid lock in. seems well made and sturdy. like i said, definitely a step up from the cheaper blenders i've had in the past.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2P05BN9NS5LXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/11/2021,United States,4,travis mccall,Larger cups,Works great but extremely loud. Comes with 2 16oz cups. Unable to get larger cups with for this model.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2C5IQT2QP81IL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/11/2021,United States,5,Oxorov,Just get it,"I was hesitant to buy this because of some of the bad reviews, but as I kept looking at other blenders it was just more of the same faux complainints that some rogue blade had chopped their family heirloom in half or whatever. Don't buy into it. If you know how to work a blender, you won't have a problem. This thing blends oatmeal to a fine colloidal DUST. Ice chops in seconds. Just get it already.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RJP3PCXG70S4M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,2,B00939FV8K,Style: 1100 Watts with Single Serve,
08/10/2021,United States,5,Jessica Howard,Works Great,Love that it comes with the two travel tumblers!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R14WHCHMFDEO5Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/10/2021,United States,5,Sara,Love this blender,Best blender I've had.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R9W7X301Y7KJ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/09/2021,United States,5,Amazon Customer,Great blender,"Such an awesome blender. Makes smoothies quickly and effectively. I would have paid this price just for the regular blender, so the fact that this also comes with a travel sized insert and cup makes this an awesome deal. I didn’t think the small insert would blend as well, but it reallly does and makes morning smoothies so much easier. No clean up, other than rinsing the blade. I pop on the sip top and I’m on my way.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3VZIAPNYDHWBF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/09/2021,United States,5,felix roman,"Looks good, fast international shipping....great.",Got this for my mother in law for Christmas 2021. The package got to the destination in one piece and the shipping was fast. I will update the review once she start to use it. Thank You.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R391IGCL0TK6QH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/09/2021,United States,5,Amazon Customer,Su potencia y diseño,Su gran capacidad de licuado y su seguridad para empezar a funcionar.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1QIDB04SAYV3W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/08/2021,United States,4,JE,Blends well.,I’ve only had this for just over a month. So far my only complaint is that it is super loud and shakes my whole counter top. . . I do wish the mouth piece of lids sealed shut for traveling but oh well.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1II3PDCFO8OI5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/08/2021,United States,5,Jamie,.,It's a blender so of course it's loud. I made my daughter a slush in 30 seconds. I love my blender,,,TRUE,https://www.amazon.com/gp/customer-reviews/R378G55APJ5CQR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/07/2021,United States,5,Nycole_donovan,Terrific Blender,Easy to clean. Functions well. User friendly.,"https://m.media-amazon.com/images/I/71d8z4vSHIL._SY1600.jpg, https://m.media-amazon.com/images/I/71dGEecUdML._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/RKUDMANWEKCOG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/07/2021,United States,3,Drew,Cracked,Looked closely at the base of the tall picture and there were cracks where you probably wouldn't look. Decided to go to Macy's and buy it.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2EXOV6J0UAJWC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/06/2021,United States,4,Nischel R.,Money well spent,"It's amazing how this is so powerful,packin a 1200 watts base, makes blending fun",,,TRUE,https://www.amazon.com/gp/customer-reviews/R28WCHJMP2OZF4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/06/2021,United States,4,Rachel M. Stoddard,Surprising,"I was Nervous getting this, but I have been pleasantly surprised. It does a nice job blending and it is quick. I have used a blender that I have liked how it blends better but I have never had a blender that was easier to clean. With a simple lifting of the blades you can remove them from the blender, which makes cleaning so nice. Also every thing locks into place from the blender jar to the blender lid. We have had this blender about a month and it is used three to four times a day for protein shakes and we have never had any problems. I would say over all I am very pleased with this blender.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2GU8H4APHWFSQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,1,B00939FV8K,Style: 1100 Watts with Single Serve,
08/06/2021,United States,4,José arias,Gran adquisición,"Buena la máquina, pero más ruidosa de lo que imaginé","https://m.media-amazon.com/images/I/C1S0iMjnbaS._SY1600.jpg, https://m.media-amazon.com/images/I/C1UOk8YM1kS._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R3E7EFBBNZDM5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/05/2021,United States,5,Mommy,Way better than the magic bullet!,"Super powerful, easy to clean, and less noisy than the magic bullet.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2AM0ND8XAYZLL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/05/2021,United States,5,Yvette T.,My favorite kitchen appliance by far! my teens love making fruit smoothies for beefsteak on the go,It's the perfect size for making just enough for a family of 4 to enjoy amazing smoothies. the use crushes very easy and it works really fast!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RM9PGL5CIV8RF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/05/2021,United States,5,Deborah Martinite,Excellent smoothie blender,"If you like smoothies or icy drinks, get this blender. It's great.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RS1VST32KJUXI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/04/2021,United States,5,Ann,-,Smoothies,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2N6EQFTRLN2UU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/04/2021,United States,5,Dumitru Cusnir,Recommend,Is necessary to have this item in your kitchen,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1HU1X7JG6V8OV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/04/2021,United States,5,Paul D Head,Can you love a blender?,"This thing is powerful. The blending power froths my milk and sugar up for my coffee makes my coffee feel like green girl coffee. It’s easy to use and easy to clean. The whole thing for the blades come out, weird at first but actually super convenient when cleaning it. The noise level is pretty loud, but something you want to do right after putting baby down to bed haha. Best blender I’ve ever owned.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2RODRBWP6PLYZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/04/2021,United States,1,Lorda,"CRACKED 13 days of purchased, hard to request replacement","It cracked 13 days after I purchased it, tried contacting customer service but couldn’t get hold of anybody. The option is to mail the broken piece back, but we were RVYING during the summer, moving from state to state, from Florida where I purchased this to Georgia, Tennesse, Missouri, South Dakota, Wyoming, Utah, Nevada, California & Arizona. HARD TO GET REPLACEMENT. Don’t buy.","https://m.media-amazon.com/images/I/B1ehEWZ5oQS._SY1600.jpg, https://m.media-amazon.com/images/I/B1nKDQMoVbS._SY1600.jpg, https://m.media-amazon.com/images/I/B1vUQQIs+LS._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R104B3T1K5ZATN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/03/2021,United States,5,Lori L.,Super Powerful. Great!,"This is what you want in a blender! It is very powerful and does a great job with ice cubes. Very easy to clean, take apart, set up, etc.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1UKGC8CL6MNEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/03/2021,United States,5,donnariri,My daughter loves it,It was a gift to my daughter and her family. They use it on a daily basis because they’re vegans and it’s been excellent in getting the children nutrients they may miss daily.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3GP5ZSDY5CZ4W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/02/2021,United States,1,snowdrop,I hate this blender so expletive much,"I use a vitamix at home, but my sister had purchased this for my mother to replace an old blender from circa 1996. This has been such a disappointment for the price point. I’ve used it 3x and I am ready to light it on fire and bring my small several years old vitamix to my mom’s to replace it.The first time I used it, I made a green sauce and was a little irritated that it didn’t blend greens smoothly. The second time, I tried to blend rolled oats into oat flour and after several minutes of blending at various speeds there were still chunks of oats in it. The third time, I made a cashew-based dip using cashews I had boiled for about 20+ minutes to ensure they were nice and soft because I didn’t trust this blender; after blending for 20 or more minutes, my sauce was still slightly grainy with visible tiny chunks of whole spices and I finally gave up… this is a sauce that takes me 1-3 minutes in my vitamix and should have whipped up like whipped cream. Given how much time I had to blend this for in the ninja to get mediocre results, I’m pretty done with trying to use this and think I’ll just try my luck with the food processor next time instead.Additionally, it’s annoying to get onto the base and even more annoying to clean. With my vitamix, I just rinse it out, throw a few drops of soap into the container and fill it about 1/3 full with water, run it on high for a minute, and then rinse off the parts and it’s clean. This blender gets sauce caked on to the middle of the base just below where it attaches that doesn’t come off with rinsing or blending and requires manual scrubbing. It’s also quite loud, which I wouldn’t have an issue with if it didn’t take so many minutes for it to barely accomplish the most basic blending functions.I cannot reiterate how useless this blender is. If you’re doing any sort of blending beyond something simple like smoothies (which I could still have accomplished with my mom’s 25 year old sunbeam), run away from this.",,,FALSE,https://www.amazon.com/gp/customer-reviews/REJQ6192GJ93H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/02/2021,United States,5,Dee,Just love it!,Easy to clean!! The best blender!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RUJ8KQI3R5TUL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
08/01/2021,United States,5,rosalie,"Love, love, love it. No more unhealthy snacks.","Easy to clean- literally cleans itself. Powerful motor makes tasty smoothies of frozen fruit, yogart & lemonade a snap.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2R60Q7BM5TD3M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
07/31/2021,United States,5,Jimmy Jam,Super easy to use and easy to clean!,"I love this blender! I use it every morning before work and, since it’s super fast/easy to use and clean, I have a smoothie in hand and I’m out the door with no delay. Highly recommended. The only downside is the noise - its very loud, so make sure you’re decently far enough away from any sleeping kids or pets.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R34BVUSKXGN3EQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00939FV8K,0,B00939FV8K,Style: 1100 Watts with Single Serve,
